Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_ORL,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Paolo Banchero,35,30,6,4,2,0.0,0.5,0.5,0.677,32.0,-1.6,5,0.857,121.0,127.0,21.2,11,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,8.2,3.5,0.8,2.9,0.4479,0.222,0.7838999999999999,30.21,107.5,114.9,16.119999999999997,1.20434,10,2022,11,7,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Paolo Banchero,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,7.0,3.3,0.7,2.5,0.4145999999999999,0.2053,0.6964,26.96,98.6,104.9,14.73,1.03056,11,2022,11,9,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Paolo Banchero,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,6.5,3.0,0.7,2.3,0.383,0.1767,0.6146,23.69,87.9,91.8,13.37,1.10534,12,2022,11,11,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Paolo Banchero,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,6.1,2.8,0.5,2.2,0.3368,0.1767,0.5328,21.24,75.3,79.9,11.78,1.24778,13,2022,11,14,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Paolo Banchero,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,5.3,2.4,0.4,1.9,0.2841999999999999,0.1167,0.4578,18.12,63.3,69.4,9.47,1.2297,14,2022,11,16,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Paolo Banchero,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,16,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,4.1,1.7,0.4,1.7,0.2271,0.0667,0.4149,15.01,51.2,60.1,7.459999999999999,1.23092,15,2022,11,18,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Paolo Banchero,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,17,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.8,1.3,0.4,1.5,0.1971,0.05,0.3524,11.4,42.7,47.4,6.969999999999999,0.900879,16,2022,11,19,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Paolo Banchero,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,3.0,1.1,0.3,1.1,0.1508999999999999,0.05,0.2524,9.44,33.7,36.3,6.06,1.10043,17,2022,11,21,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Paolo Banchero,36,19,4,3,1,0.0,0.417,0.333,0.564,26.4,-3.3,4,0.727,102.0,122.0,12.1,19,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,2.6,1.1,0.3,1.0,0.1455,0.0833,0.2584,9.14,34.4,36.3,6.06,1.00694,18,2022,11,25,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Paolo Banchero,31,18,1,1,0,0.0,0.412,0.25,0.458,28.7,-12.3,0,0.5,94.0,145.0,7.5,20,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,1.1,0.8,0.3,0.9,0.1329,0.1083,0.2084,8.709999999999999,31.7,39.4,4.08,1.03462,19,2022,11,27,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Paolo Banchero,39,24,4,5,2,0.0,0.529,1.0,0.561,30.4,-1.0,5,0.5,103.0,116.0,15.0,21,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.9,0.9,0.3,0.9,0.1358,0.1583,0.1727,8.55,29.9,38.3,3.46,1.06593,20,2022,11,28,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Paolo Banchero,35,20,2,5,0,0.0,0.429,0.25,0.557,26.8,-4.7,3,0.778,104.0,131.0,12.1,22,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,1.1,1.4,0.3,1.2,0.1787,0.1833,0.2505,11.23,40.3,51.4,4.67,1.07772,21,2022,11,30,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Paolo Banchero,37,22,5,4,1,0.0,0.588,0.0,0.586,25.8,3.9,2,0.5,121.0,120.0,17.8,23,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,1.6,1.8,0.4,1.4,0.2375,0.1833,0.3005,13.81,52.4,63.4,6.45,0.912507,22,2022,12,2,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Paolo Banchero,27,9,3,3,1,0.0,0.25,0.2,0.423,21.6,-7.6,2,0.667,93.0,127.0,5.4,24,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.2,1.9,2.1,0.5,1.6,0.2625,0.2033,0.3672,15.97,61.7,76.1,6.99,1.09774,23,2022,12,3,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Paolo Banchero,33,20,12,7,1,1.0,0.25,0.0,0.442,33.0,3.8,4,0.8,100.0,104.0,16.6,25,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,3.1,2.8,0.6,2.0,0.2875,0.2033,0.4472,19.27,71.7,86.5,8.65,0.912656,24,2022,12,5,0,-2.4492935982947064e-16,1.0,0.0,1.0
Paolo Banchero,38,23,5,2,2,0.0,0.385,0.0,0.6,24.3,2.2,2,0.929,125.0,109.0,17.6,26,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,3.6,3.0,0.8,2.2,0.3259999999999999,0.2033,0.5401,21.7,84.2,97.4,10.41,1.14678,25,2022,12,7,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Paolo Banchero,38,23,6,4,0,1.0,0.727,0.333,0.817,21.9,4.2,3,0.857,137.0,114.0,19.2,27,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.8,4.2,3.4,0.8,2.5,0.3987,0.2366,0.6258,23.89,97.9,108.8,12.33,1.02716,26,2022,12,9,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Paolo Banchero,37,20,12,5,1,1.0,0.429,0.4,0.571,27.0,4.7,4,0.75,117.0,107.0,17.8,28,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.8,5.4,3.9,0.9,2.9,0.4416,0.2766,0.7008,26.59,109.6,119.5,14.11,1.13768,27,2022,12,11,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Paolo Banchero,34,20,6,6,2,1.0,0.375,0.286,0.524,25.7,-0.3,2,0.857,123.0,123.0,16.7,29,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,5.6,4.2,1.0,2.7,0.4374,0.2719,0.7138,26.52,111.7,119.6,14.570000000000002,1.16364,28,2022,12,14,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Paolo Banchero,37,20,5,5,1,0.0,0.385,0.5,0.605,21.0,4.1,3,0.875,123.0,110.0,13.9,30,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,6.0,4.6,1.1,3.0,0.4347,0.2969,0.7513,25.75,114.6,116.1,15.21,1.04959,29,2022,12,16,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Paolo Banchero,34,31,6,3,2,0.0,0.429,0.857,0.621,38.2,11.6,4,0.778,105.0,91.0,20.2,31,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,6.2,4.4,1.1,2.9,0.4246999999999999,0.2826000000000001,0.7790999999999999,26.53,114.8,113.6,15.73,1.10664,30,2022,12,18,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Paolo Banchero,35,18,4,7,1,2.0,0.467,0.25,0.537,23.9,-0.8,3,0.75,105.0,121.0,15.0,32,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,6.4,4.6,1.2,2.9,0.4285,0.2826000000000001,0.7763,26.24,114.9,112.6,16.020000000000003,1.02825,31,2022,12,19,0,-2.4492935982947064e-16,1.0,0.0,1.0
Paolo Banchero,32,23,13,3,2,0.0,0.45,0.25,0.489,36.6,-4.4,5,0.5,85.0,102.0,13.2,33,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,7.2,4.5,1.3,3.2,0.4147,0.3076,0.7763,27.32,111.3,110.8,15.56,1.20535,32,2022,12,21,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Paolo Banchero,29,18,6,4,0,0.0,0.467,0.5,0.583,25.4,-1.5,2,1.0,114.0,113.0,12.9,34,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.6,7.5,4.6,1.2,3.2,0.4364,0.3376,0.8096,27.7,113.4,109.4,16.31,1.1963,33,2022,12,23,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Paolo Banchero,22,4,5,3,1,0.0,0.167,0.0,0.258,19.8,-16.2,2,0.5,66.0,130.0,0.4,35,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.8,4.2,1.2,3.0,0.4281,0.3376,0.7796,26.380000000000003,110.0,112.0,14.69,1.27131,34,2022,12,27,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Paolo Banchero,32,15,5,2,1,1.0,0.333,0.0,0.483,23.2,-5.4,2,0.875,99.0,123.0,8.8,36,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,6.8,4.2,1.1,3.0,0.4229,0.3376,0.7742000000000001,26.27,107.4,113.4,13.81,1.22453,35,2022,12,28,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Paolo Banchero,38,21,5,4,0,0.0,0.292,0.2,0.388,34.7,-10.9,5,0.857,72.0,115.0,5.1,37,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,6.7,4.2,1.1,3.2,0.3794,0.3243,0.7742,27.55,100.9,113.5,12.4,1.06862,36,2022,12,30,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Paolo Banchero,36,25,8,7,1,0.0,0.471,0.4,0.596,28.5,2.5,3,0.778,127.0,118.0,20.0,38,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,6.3,4.4,1.1,3.1,0.3836,0.3243,0.777,27.7,101.9,114.6,12.62,1.05799,37,2023,1,4,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Paolo Banchero,36,30,9,3,1,0.0,0.5,0.286,0.626,31.2,5.4,1,0.889,129.0,121.0,24.4,39,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,6.6,4.1,1.0,3.0,0.3961,0.3243,0.7802,28.25,102.5,114.4,13.39,0.964073,38,2023,1,5,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Paolo Banchero,31,25,5,3,1,0.0,0.45,0.444,0.574,33.9,2.1,2,0.75,109.0,106.0,16.8,40,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6.6,3.9,1.0,2.9,0.4025999999999999,0.3187,0.7676999999999999,29.54,101.1,114.0,13.679999999999998,1.21363,39,2023,1,7,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Paolo Banchero,32,17,8,4,3,0.0,0.455,0.286,0.585,20.7,4.6,1,0.625,121.0,127.0,17.3,41,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.6,6.8,4.0,1.1,2.6,0.4052,0.2616,0.7524000000000001,27.790000000000003,102.7,117.6,13.39,1.29988,40,2023,1,9,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Paolo Banchero,38,19,10,2,3,1.0,0.313,0.2,0.466,30.9,-4.7,5,0.8,81.0,100.0,11.3,42,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.7,7.4,3.5,1.3,2.8,0.3898,0.2566,0.7574000000000001,28.49,100.3,115.5,13.02,1.11775,41,2023,1,10,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Paolo Banchero,31,19,4,3,2,0.0,0.5,0.2,0.535,28.4,-3.6,4,0.5,93.0,107.0,9.5,43,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.3,6.5,3.5,1.3,2.7,0.3948,0.2516,0.7574000000000001,27.67,101.1,116.0,12.65,1.11233,42,2023,1,13,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
