Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_OKC,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Shai Gilgeous-Alexander,2021-01-13,27,17,2,1,0,0.0,0.417,0.333,0.564,28.5,-7.1,2,0.857,103.0,137.0,9.1,11,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,5.2,5.5,1.0,2.5,0.5149999999999999,0.415,0.7499,25.79,115.2,112.8,16.29,0.924108
Shai Gilgeous-Alexander,2021-01-15,44,33,5,10,1,0.0,0.684,0.6,0.795,20.9,10.8,1,1.0,159.0,111.0,31.4,12,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,5.4,5.8,1.0,2.2,0.5405,0.4607,0.7499,24.65,121.2,112.6,18.009999999999998,1.25634
Shai Gilgeous-Alexander,2021-01-19,27,14,5,7,0,1.0,0.455,0.25,0.513,27.0,-1.3,4,0.5,95.0,117.0,10.2,13,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,5.2,5.8,1.0,2.1,0.506,0.3857,0.7199,25.2,117.0,112.6,16.99,1.15085
Shai Gilgeous-Alexander,2021-01-22,39,30,3,8,2,0.0,0.55,0.4,0.663,30.7,8.0,3,1.0,125.0,124.0,25.1,14,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,5.1,6.2,1.0,2.2,0.5309999999999999,0.3923999999999999,0.8199,26.22,122.0,113.7,19.0,0.908876
Shai Gilgeous-Alexander,2021-01-24,37,23,6,7,0,0.0,0.5,0.333,0.617,24.3,4.8,2,1.0,126.0,115.0,18.9,15,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,5.3,6.2,1.0,2.3,0.5516,0.4035,0.8399000000000001,26.0,125.0,114.7,19.86,1.05974
Shai Gilgeous-Alexander,2021-01-25,32,24,9,6,1,2.0,0.667,0.75,0.732,26.8,8.7,3,0.5,130.0,118.0,23.1,16,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.8,6.0,6.4,1.1,2.4,0.5715999999999999,0.4452,0.7899,25.77,127.7,114.0,21.08,1.1722
Shai Gilgeous-Alexander,2021-01-27,31,21,7,8,2,2.0,0.333,0.286,0.478,37.8,7.0,4,0.778,98.0,91.0,17.5,17,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,6.2,6.3,0.8,2.6,0.5637,0.4452,0.7844,26.92,126.2,113.2,20.68,1.0356
Shai Gilgeous-Alexander,2021-01-29,31,24,4,5,0,1.0,0.7,0.0,0.763,26.9,-0.4,4,0.769,132.0,141.0,19.6,18,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,5.6,6.1,0.8,2.7,0.5694,0.3452,0.7946000000000001,27.059999999999995,125.2,117.8,20.2,1.19738
Shai Gilgeous-Alexander,2021-02-01,29,19,2,5,1,2.0,0.533,0.4,0.598,30.5,-2.6,5,0.5,95.0,130.0,12.4,19,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,5.2,5.9,0.7,3.0,0.5539000000000001,0.3352,0.7571000000000001,27.44,119.4,119.8,18.4,1.01691
Shai Gilgeous-Alexander,2021-02-03,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,4.3,5.7,0.7,2.8,0.4839,0.3352,0.6904,25.34,106.3,108.4,16.73,0.975834
Shai Gilgeous-Alexander,2021-02-05,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,4.1,5.6,0.7,2.6,0.4422,0.3019,0.6047,22.49,96.0,94.7,15.820000000000002,1.06924
Shai Gilgeous-Alexander,2021-02-06,34,31,9,7,1,0.0,0.545,0.333,0.629,32.7,6.8,2,0.833,129.0,113.0,25.8,22,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,4.5,5.3,0.7,2.7,0.4283,0.2752,0.588,23.67,93.0,94.9,15.26,0.993489
Shai Gilgeous-Alexander,2021-02-08,42,29,7,10,0,1.0,0.4,0.5,0.533,30.5,7.1,4,1.0,108.0,109.0,20.5,23,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,4.7,5.6,0.7,2.7,0.4227999999999999,0.3001999999999999,0.6380000000000001,24.02,94.3,94.1,16.29,1.08131
Shai Gilgeous-Alexander,2021-02-10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,4.4,4.8,0.5,2.4,0.3678,0.2602,0.538,20.95,81.8,81.7,13.779999999999998,0.970537
Shai Gilgeous-Alexander,2021-02-12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,3.8,4.1,0.5,2.2,0.3177999999999999,0.2269,0.438,18.52,69.2,70.2,11.89,0.924687
Shai Gilgeous-Alexander,2021-02-14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,2.9,3.5,0.4,1.9,0.2511,0.1519,0.388,15.839999999999998,56.2,58.4,9.580000000000002,1.18908
Shai Gilgeous-Alexander,2021-02-16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.3,2.2,2.7,0.2,1.5,0.2178,0.1233,0.3102,12.06,46.4,49.3,7.830000000000001,1.2047
Shai Gilgeous-Alexander,2021-02-17,33,22,3,6,0,0.0,0.429,0.4,0.628,25.1,2.1,1,1.0,136.0,126.0,18.3,28,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,2.1,2.8,0.2,1.2,0.1907,0.1633,0.3333,11.88,46.8,47.8,7.7,1.34816
Shai Gilgeous-Alexander,2021-02-19,36,16,4,5,1,0.0,0.308,0.4,0.472,26.8,-3.3,4,0.667,85.0,104.0,7.8,29,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,2.3,2.8,0.2,1.1,0.1682,0.1633,0.35,11.510000000000002,45.8,45.2,7.24,1.12907
Shai Gilgeous-Alexander,2021-02-21,36,31,4,9,1,0.0,0.6,1.0,0.764,30.1,10.6,3,0.833,146.0,110.0,27.6,30,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,2.7,3.7,0.3,1.4,0.2282,0.2633,0.4333,14.52,60.4,56.2,10.0,1.21797
Shai Gilgeous-Alexander,2021-02-22,35,27,2,5,1,1.0,0.667,0.667,0.765,28.2,10.2,3,0.833,134.0,118.0,22.1,31,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,2.9,4.2,0.4,1.7,0.2949,0.3299999999999999,0.5166000000000001,17.34,73.8,68.0,12.21,0.935323
Shai Gilgeous-Alexander,2021-02-24,38,42,8,4,0,1.0,0.65,0.545,0.845,32.9,17.8,4,0.909,145.0,102.0,34.3,32,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.7,2.8,3.9,0.3,1.9,0.3054,0.3512,0.5242,17.360000000000003,75.4,66.9,13.060000000000002,1.05137
Shai Gilgeous-Alexander,2021-02-26,36,24,5,4,1,0.0,0.563,0.6,0.676,25.3,2.8,2,0.75,124.0,116.0,18.9,33,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,2.6,3.3,0.4,1.7,0.3217,0.3612,0.4992,16.84,77.0,67.6,12.9,1.13131
Shai Gilgeous-Alexander,2021-02-27,26,13,5,6,1,2.0,0.455,0.167,0.547,26.9,1.8,4,1.0,92.0,120.0,11.4,34,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,3.1,3.9,0.5,2.1,0.3672,0.3779,0.5992,19.53,86.2,79.6,14.04,1.11291
Shai Gilgeous-Alexander,2021-03-03,35,15,3,3,0,1.0,0.333,0.25,0.425,25.3,-0.2,2,0.667,83.0,96.0,7.0,35,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3.4,4.2,0.5,2.3,0.4004999999999999,0.4029,0.6658999999999999,22.06,94.5,89.2,14.74,1.20637
Shai Gilgeous-Alexander,2021-03-04,37,33,3,8,0,1.0,0.579,0.5,0.705,29.4,12.1,2,0.9,141.0,105.0,28.1,36,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.3,3.7,5.0,0.5,2.5,0.4584,0.4528999999999999,0.7559,25.0,108.6,99.7,17.55,0.958269
Shai Gilgeous-Alexander,2021-03-11,33,32,2,6,1,0.0,0.5,0.2,0.616,37.8,6.9,2,1.0,135.0,119.0,23.6,37,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,3.9,5.6,0.6,2.7,0.5084,0.4729,0.8558999999999999,28.78,122.1,111.6,19.910000000000004,1.09748
Shai Gilgeous-Alexander,2021-03-13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,38,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,3.6,5.0,0.6,2.6,0.4654999999999999,0.4329,0.7559,26.27,108.5,99.0,18.08,1.307
Shai Gilgeous-Alexander,2021-03-14,34,30,4,5,0,0.0,0.471,0.667,0.687,33.4,-2.6,5,0.909,126.0,127.0,19.8,39,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,3.6,5.0,0.5,2.7,0.4817999999999999,0.4596,0.7801,26.93,112.6,101.3,19.28,1.02987
Shai Gilgeous-Alexander,2021-03-16,28,21,1,1,2,1.0,0.588,0.0,0.602,39.2,-6.8,8,1.0,82.0,125.0,8.8,40,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,3.3,4.2,0.6,3.2,0.4806,0.3596,0.7968,27.84,106.2,102.8,17.4,0.900901
Shai Gilgeous-Alexander,2021-03-18,31,19,3,4,0,0.0,0.444,0.25,0.492,30.4,-2.3,2,0.667,97.0,123.0,10.1,41,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,3.4,4.1,0.5,3.1,0.4582999999999999,0.3179,0.7802,28.059999999999995,102.5,103.3,16.2,1.10437
Shai Gilgeous-Alexander,2021-03-21,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,42,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,2.6,3.7,0.5,2.7,0.3933,0.2633999999999999,0.6893,24.770000000000003,88.0,93.1,12.77,1.11385
Shai Gilgeous-Alexander,2021-03-22,34,31,3,4,1,2.0,0.478,0.667,0.605,36.9,4.7,2,0.833,119.0,109.0,22.6,43,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,2.4,3.7,0.5,2.7,0.3848,0.2700999999999999,0.6976,25.93,87.5,92.4,13.14,1.08328
Shai Gilgeous-Alexander,2021-03-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,1.9,3.1,0.4,2.3,0.3393,0.2533999999999999,0.5976,23.24,78.3,80.4,12.0,1.14793
Shai Gilgeous-Alexander,2021-03-27,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,1.6,2.8,0.4,2.1,0.3059999999999999,0.2284,0.5309,20.71,70.0,70.8,11.3,1.10238
Shai Gilgeous-Alexander,2021-03-29,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,46,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,1.3,2.0,0.4,1.9,0.2481,0.1784,0.4408999999999999,17.77,55.9,60.3,8.49,1.20967
Shai Gilgeous-Alexander,2021-03-31,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,47,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.1,1.1,1.4,0.3,1.7,0.1981,0.1584,0.3409,13.989999999999998,42.4,48.4,6.130000000000001,1.16572
Shai Gilgeous-Alexander,2021-04-02,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,1.1,1.4,0.3,1.7,0.1981,0.1584,0.3409,13.989999999999998,42.4,48.4,6.130000000000001,1.16364
Shai Gilgeous-Alexander,2021-04-03,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.1,0.7,0.9,0.3,1.2,0.1509999999999999,0.0917,0.25,10.65,29.8,35.7,4.15,1.15206
